word,pos,11_freqLex3,13_AbsGoug_1063,13_AbsGoug_2000,13_AbsGoug_3000,13_AbsGoug_4000,13_AbsGoug_5000,13_AbsGoug_6000,13_AbsGoug_7000,13_AbsGoug_8000,13_AbsGoug_8775,14_cons_db,14_digraph,14_nasale,14_orale,14_sum_pattern,14_voy_db,15_Avg_pref_freq_seg_10,15_Avg_pref_freq_seg_5,15_Avg_suf_freq_seg_10,15_Avg_suf_freq_seg_5,15_Familly_size_CL_seg_10,15_Family_avgfreq_hclust_10,15_Family_avgfreq_hclust_5,15_Family_avgfreq_morphonet,15_Family_avgfreq_seg_10,15_Family_avgfreq_seg_5,15_Family_cumfreq_hclust_10,15_Family_cumfreq_hclust_5,15_Family_cumfreq_morphonet,15_Family_cumfreq_seg_10,15_Family_cumfreq_seg_5,15_Family_maxfreq_hclust_10,15_Family_maxfreq_hclust_5,15_Family_maxfreq_morphonet,15_Family_maxfreq_seg_10,15_Family_maxfreq_seg_5,15_Family_size_CL_MORPHONET,15_Family_size_CL_hclust_10,15_Family_size_CL_hclust_5,15_Family_size_CL_seg_5,15_Family_size_hclust_10,15_Family_size_hclust_5,15_Family_size_morphonet,15_Family_size_seg_10,15_Family_size_seg_5,15_Has_prefix_seg_10,15_Has_prefix_seg_5,15_Has_suffix_seg_10,15_Has_suffix_seg_5,15_Is_compound_seg_10,15_Is_compound_seg_5,15_Min_pref_freq_seg_10,15_Min_pref_freq_seg_5,15_Min_suf_freq_seg_10,15_Min_suf_freq_seg_5,15_Nb_morphs_seg_10,15_Nb_morphs_seg_5,16_polysemStatus,17_babelNetStatus,1_nb_letters,2_nb_phon,3_nb_syllables,4_complexStructRatio,4_medianStructRatio,4_simpleStructRatio,5_phongraph,7a_nb_voisin,7b_neigh_frqcum,7c_nb_neigh_Morefreq,N1_simple_inconsistants,N2_complex_inconsistants,N3_etymo,N4_phongraph,N5_PresManulex,forme phon
sursauter,VER,-13.2102901643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,374.0,348.0,13355.0,12355.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,18.0,5.0,27.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,374.0,348.0,5325.0,4865.0,4.0,4.0,0.0,1.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,7.788861529281124e-08,0.0,1,0,0,2.0,1,syR-so-te
séché,ADJ,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4358.0,4315.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,12.0,4.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4358.0,4315.0,2.0,2.0,-1.0,-1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,5.0,3.5489354619903915e-05,1.0,1,0,0,1.0,0,se-Se
sécréter,VER,-13.882472156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,2745.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2414.0,2745.0,2.0,2.0,0.0,0.0,8.0,7.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,3.0,1.7012809154826521e-06,1.0,1,0,0,1.0,0,se-kRe-te
sédiment,NOM,-15.7096524072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,se-di-m@
tablette,NOM,-12.7226736219,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1099.0,1063.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,2.0,17.0,17.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1099.0,1063.0,2.0,2.0,1.0,0.0,8.0,6.0,2.0,0.0,0.5,0.5,1.0,0,0.0,0.0,1,0,0,2.0,1,ta-blEt
tige,NOM,-12.3989900323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,13.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,1.0,7.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,7.798380228417642e-05,1.0,1,1,0,1.0,1,tiZ
torréfier,VER,-18.6078333801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2414.0,2745.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2414.0,2745.0,2.0,2.0,-1.0,-1.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,2.0,0,tO-Re-fje
totalité,NOM,-12.5810514692,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,1218.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,15.0,14.0,1.0,18.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,554.0,753.0,3.0,3.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,1.0,0.0,2.0,5.400897664203731e-06,0.0,0,0,0,0.0,0,to-ta-li-te
touffu,ADJ,-13.7090914121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,5.913309995528005e-06,1.0,0,0,1,2.0,1,tu-fy
tournant,ADJ,-13.3669637996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,31.0,2057.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,17.0,5.0,33.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,2057.0,2.0,2.0,0.0,1.0,8.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,5.022320015850556e-05,0.0,0,0,0,3.0,0,tuR-n@
tournante,NOM,-19.6046453987,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,11480.0,10951.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,17.0,17.0,1.0,21.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1576.0,2057.0,3.0,3.0,-1.0,-1.0,9.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,3.112744806735467e-06,1.0,1,0,0,3.0,0,tuR-n@t
tourteau,NOM,-18.6078333801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,5.0,2.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,0,3.0,0,tuR-to
toussoter,VER,-15.7096524072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13355.0,12355.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,13.0,13.0,4.0,10.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5325.0,4865.0,4.0,3.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,3.0,1,tu-so-te
transpiration,NOM,-14.0083934114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,213.0,191.0,1849.0,1464.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,5.0,5.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,0.0,213.0,191.0,1083.0,1464.0,5.0,3.0,0.0,3.0,13.0,11.0,4.0,0.0,0.25,0.75,1.0,0,0.0,0.0,1,0,0,2.0,1,tR@s-pi-Ra-sj§
tropique,NOM,-13.4029388398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1948.0,1932.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,56.0,50.0,5.0,58.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1948.0,1932.0,2.0,2.0,0.0,1.0,8.0,6.0,2.0,0.0,0.5,0.5,1.0,0,0.0,0.0,1,1,0,2.0,1,tRo-pik
utilité,NOM,-12.2612668592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,753.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,20.0,20.0,2.0,30.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,554.0,753.0,2.0,2.0,0.0,1.0,7.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0,3.828857043029288e-05,1.0,0,0,0,0.0,0,y-ti-li-te
va-et-vient,NOM,-13.4555820064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,6.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,0,0,3.0,1,va-e-vj5
vanille,NOM,-12.7997866902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,21385.0,19845.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,7.0,7.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,2.0,7.0,5.0,2.0,0.0,0.5,0.5,1.0,3.0,5.1294441113336615e-06,0.0,1,0,1,2.0,1,va-nij
vermoulu,ADJ,-15.5113439011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,0,vER-mu-ly
vison,NOM,-13.2163509328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1432.0,1140.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,45.0,42.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1432.0,1140.0,2.0,2.0,0.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.041024092233791e-06,0.0,1,0,0,1.0,0,vi-z§
vivacité,NOM,-14.0219029858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,753.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,554.0,753.0,2.0,2.0,0.0,6.0,8.0,8.0,4.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,0,0,0.0,1,vi-va-si-te
vraisemblablement,ADV,-13.3883931838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1712.0,1711.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,10.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,832.0,995.0,4.0,4.0,0.0,0.0,17.0,13.0,5.0,0.0,0.6,0.4,2.0,0,0.0,0.0,1,0,0,4.0,0,vRE-s@-bla-bl°-m@
végétal,ADJ,-13.9689257595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.0,1684.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,24.0,24.0,1.0,24.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1623.0,1684.0,2.0,2.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,0,0,0.0,0,ve-Ze-tal
élevage,NOM,-12.5682506983,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,109.0,1528.0,1505.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,5.0,29.0,29.0,1.0,1.0,1.0,1.0,0.0,0.0,132.0,109.0,1528.0,1505.0,3.0,3.0,1.0,2.0,7.0,5.0,2.0,0.0,0.5,0.5,1.0,0,0.0,0.0,1,1,0,2.0,1,El-vaZ
évaporation,NOM,-14.6942611422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1849.0,1464.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,9.0,9.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1083.0,1464.0,4.0,2.0,0.0,1.0,11.0,10.0,5.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0,0,1.0,1,e-va-po-Ra-sj§
évapotranspiration,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,18.0,17.0,6.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,1,0,0,1.0,0,e-va-pO-tR@s-pi-Rasj§
