word,pos,11_freqLex3,13_AbsGoug_1063,13_AbsGoug_2000,13_AbsGoug_3000,13_AbsGoug_4000,13_AbsGoug_5000,13_AbsGoug_6000,13_AbsGoug_7000,13_AbsGoug_8000,13_AbsGoug_8775,14_cons_db,14_digraph,14_nasale,14_orale,14_sum_pattern,14_voy_db,15_Avg_pref_freq_seg_10,15_Avg_pref_freq_seg_5,15_Avg_suf_freq_seg_10,15_Avg_suf_freq_seg_5,15_Familly_size_CL_seg_10,15_Family_avgfreq_hclust_10,15_Family_avgfreq_hclust_5,15_Family_avgfreq_morphonet,15_Family_avgfreq_seg_10,15_Family_avgfreq_seg_5,15_Family_cumfreq_hclust_10,15_Family_cumfreq_hclust_5,15_Family_cumfreq_morphonet,15_Family_cumfreq_seg_10,15_Family_cumfreq_seg_5,15_Family_maxfreq_hclust_10,15_Family_maxfreq_hclust_5,15_Family_maxfreq_morphonet,15_Family_maxfreq_seg_10,15_Family_maxfreq_seg_5,15_Family_size_CL_MORPHONET,15_Family_size_CL_hclust_10,15_Family_size_CL_hclust_5,15_Family_size_CL_seg_5,15_Family_size_hclust_10,15_Family_size_hclust_5,15_Family_size_morphonet,15_Family_size_seg_10,15_Family_size_seg_5,15_Has_prefix_seg_10,15_Has_prefix_seg_5,15_Has_suffix_seg_10,15_Has_suffix_seg_5,15_Is_compound_seg_10,15_Is_compound_seg_5,15_Min_pref_freq_seg_10,15_Min_pref_freq_seg_5,15_Min_suf_freq_seg_10,15_Min_suf_freq_seg_5,15_Nb_morphs_seg_10,15_Nb_morphs_seg_5,16_polysemStatus,17_babelNetStatus,1_nb_letters,2_nb_phon,3_nb_syllables,4_complexStructRatio,4_medianStructRatio,4_simpleStructRatio,5_phongraph,7a_nb_voisin,7b_neigh_frqcum,7c_nb_neigh_Morefreq,N1_simple_inconsistants,N2_complex_inconsistants,N3_etymo,N4_phongraph,N5_PresManulex,forme phon
conche,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,21385.0,19845.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,-1.0,-1.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,2.0,0,k§S
concocter,VER,-13.719090461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2414.0,2745.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2414.0,2745.0,2.0,2.0,-1.0,0.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,k§-kOk-te
confectionneur,NOM,-15.7096524072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1115.0,1081.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,6.0,6.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1115.0,1081.0,2.0,2.0,-1.0,-1.0,14.0,11.0,4.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,0,3.0,0,k§-fEk-sjo-n9R
conifère,NOM,-15.6391383805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,0,ko-ni-fER
consommation,NOM,-12.4070766884,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,615.0,325.0,1137.0,1464.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0,27.0,5.0,20.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,615.0,325.0,1137.0,1464.0,3.0,3.0,1.0,3.0,12.0,9.0,4.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,0,3.0,1,k§-so-ma-sj§
convulsion,NOM,-13.2472182476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1083.0,1065.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,10.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1083.0,1065.0,2.0,2.0,0.0,2.0,10.0,8.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,k§-vyl-sj§
coquillage,NOM,-12.7376278721,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,7.0,3.0,0.3333333333333333,0.0,0.6666666666666666,2.0,0,0.0,0.0,1,1,1,3.0,1,ko-ki-jaZ
costumer,VER,-13.6893882474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.0,12355.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,0.0,0.0,8.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,1.4665244399172218e-05,1.0,1,0,0,1.0,1,kOs-ty-me
couc,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,1.0,0,kuk
coudrier,NOM,-17.3179282083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,877.0,910.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,877.0,910.0,2.0,2.0,1.0,1.0,8.0,7.0,3.0,0.0,0.6666666666666666,0.3333333333333333,1.0,2.0,2.3827631571376863e-05,1.0,1,0,0,1.0,0,ku-dRi-je
coyote,NOM,-12.3265101412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,5.0,2.0,0.5,0.0,0.5,1.0,0,0.0,0.0,1,0,0,1.0,0,ko-jOt
crinière,NOM,-12.8965050417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,7.0,2.0,0.0,1.0,0.0,1.0,0,0.0,0.0,1,0,0,1.0,1,kRi-njER
croissance,NOM,-12.2897397273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,659.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,6.0,4.0,2.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,3.0,1.0,1.0,1.0,10.0,7.0,2.0,0.5,0.0,0.5,2.0,1.0,2.044854417696527e-05,1.0,1,1,0,3.0,1,kRwa-s@s
cueillette,NOM,-14.302670482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,5.0,2.0,0.5,0.0,0.5,2.0,0,0.0,0.0,1,0,1,5.0,1,k9-jEt
cultivateur,NOM,-13.9186130043,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,304.0,436.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,18.0,1.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,304.0,436.0,2.0,2.0,0.0,1.0,11.0,10.0,4.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,1,kyl-ti-va-t9R
cuve,NOM,-13.3956395701,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,19845.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,8.0,8.0,1.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,6.118033180936829e-05,3.0,1,0,0,1.0,0,kyv
cyanure,NOM,-12.9143236674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,31.0,7.0,1.0,10.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,-1.0,-1.0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,0,sja-nyR
dioxyde,NOM,-14.302670482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,357.0,21385.0,19845.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,36.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,440.0,357.0,21385.0,19845.0,3.0,3.0,0.0,1.0,7.0,7.0,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1,0,0,0.0,0,djOk-sid
diversifier,VER,-14.3393454682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,357.0,1354.0,1586.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,8.0,8.0,1.0,16.0,68.0,1.0,1.0,1.0,1.0,0.0,0.0,440.0,357.0,294.0,427.0,5.0,5.0,0.0,0.0,11.0,10.0,4.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,0,di-vER-si-fje
dromadaire,NOM,-14.5460626655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,0.0,1,0,0,2.0,1,dRo-ma-dER
déchiqueter,VER,-12.8159494028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1885.0,1765.0,8663.0,1425.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1885.0,1765.0,2192.0,105.0,5.0,4.0,0.0,0.0,11.0,7.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,4.0,0,de-Sik-te
déchu,ADJ,-13.623331709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,4.770962231956344e-07,0.0,1,0,0,1.0,0,de-Sy
dégrader,VER,-12.4097868376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,1765.0,13355.0,12355.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,2.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,1885.0,1765.0,5325.0,4865.0,4.0,4.0,1.0,1.0,8.0,7.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,3.0,7.94950355683075e-07,1.0,1,0,0,1.0,1,de-gRa-de
démouler,VER,-16.1620978282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1885.0,1765.0,13355.0,12355.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,2.0,5.0,23.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1885.0,1765.0,5325.0,4865.0,4.0,4.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,4.0,9.58193806876202e-06,4.0,1,0,0,2.0,1,de-mu-le
dérouter,VER,-13.2285837789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1885.0,1765.0,13355.0,12355.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,14.0,16.0,1.0,1.0,1.0,1.0,0.0,0.0,1885.0,1765.0,5325.0,4865.0,4.0,4.0,-1.0,0.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,3.0,6.7877696004623626e-06,1.0,1,0,0,2.0,0,de-Ru-te
enclencher,VER,-12.7079396991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5325.0,4865.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,2.0,2.0,0.0,0.0,10.0,6.0,3.0,0.0,0.3333333333333333,0.6666666666666666,2.0,1.0,3.814406001213689e-08,0.0,1,0,0,4.0,1,@-kl@-Se
enrober,VER,-14.1070304379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,2745.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2414.0,2745.0,2.0,2.0,-1.0,-1.0,7.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,3.814406001213689e-08,0.0,1,0,0,2.0,0,@-Ro-be
ensoleillé,ADJ,-12.9650279388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4358.0,4315.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4358.0,4315.0,2.0,2.0,0.0,0.0,10.0,7.0,4.0,0.0,0.25,0.75,2.0,2.0,1.1603267530494813e-07,0.0,1,0,1,3.0,1,@-so-lE-je
entasser,VER,-12.3543612462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,232.0,2745.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,232.0,2745.0,2.0,2.0,0.0,1.0,8.0,5.0,3.0,0.0,0.0,1.0,2.0,1.0,3.814406001213689e-08,0.0,1,1,0,3.0,1,@-ta-se
entrelacer,VER,-14.0635617793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,13355.0,12355.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,18.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,42.0,42.0,5325.0,4865.0,4.0,4.0,0.0,0.0,10.0,8.0,4.0,0.0,0.25,0.75,1.0,0,0.0,0.0,1,0,0,2.0,0,@-tR°-la-se
extrémité,NOM,-12.6339588427,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,258.0,554.0,753.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,4.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,298.0,258.0,554.0,753.0,3.0,3.0,1.0,0.0,9.0,10.0,4.0,0.25,0.25,0.5,1.0,0,0.0,0.0,1,0,0,-1.0,1,Ek-stRe-mi-te
fabrication,NOM,-12.3116393421,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1137.0,1464.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,3.0,9.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1137.0,1464.0,3.0,3.0,0.0,1.0,11.0,10.0,4.0,0.0,0.25,0.75,1.0,0,0.0,0.0,1,0,0,1.0,1,fa-bRi-ka-sj§
faufiler,VER,-12.2313094644,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5325.0,4865.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,2.0,2.0,0.0,1.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,1,fo-fi-le
fermenter,VER,-15.7096524072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.0,12355.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,4.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,0.0,0.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,fER-m@-te
fiente,NOM,-13.9561084056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,7.788861529281124e-08,0.0,1,0,0,2.0,0,fj@t
finesse,NOM,-12.8490802391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,5.499797645337369e-06,0.0,1,1,0,2.0,1,fi-nEs
flexible,ADJ,-13.359921501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1022.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,11.0,11.0,2.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,424.0,1022.0,2.0,3.0,0.0,0.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,1,flEk-sibl
flore,NOM,-14.2500604651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,20.0,4.0,30.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,7.303691102360904e-06,2.0,1,0,0,1.0,0,flOR
flottant,ADJ,-12.9233534669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1576.0,2057.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,18.0,5.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1576.0,2057.0,2.0,2.0,1.0,0.0,8.0,5.0,2.0,0.0,0.5,0.5,2.0,4.0,2.533407648224542e-05,1.0,0,0,0,3.0,1,flo-t@
fluo,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,15.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0,0,0.0,0,fly-o
forestier,ADJ,-12.5556117122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,910.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,5.0,5.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,877.0,910.0,2.0,2.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,1,fo-REs-tje
