la plus; la plus; la plus; 
le plus;le plus;le plus;le plus;
avoir un sérieux coup dans le nez;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir le dos au mur;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir le doigt sur la détente;expression verbale figée;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir du vif-argent dans les veines;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir une épée dans les reins;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir de l'eau jusqu'à la taille;expression idiomatique;corps humain;nature;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir la corde au cou;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir un but dans la vie;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir un sérieux coup dans l'aile;expression idiomatique;corps animal;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir une éponge dans le gosier;expression idiomatique;objets;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir une boule au creux de l'estomac;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir du cœur à l'ouvrage;expression idiomatique;corps humain;personnalité;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
# avoir de l'eau jusqu'à le (+partie du corps);expression idiomatique;corps humain;nature;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir une boule dans la gorge;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir le cœur sur la main;expression idiomatique;corps humain;personnalité;A1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir le chapeau sur l'oreille;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir un découvert à la banque;expression verbale figée;argent;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir de la colère dans le regard;expression verbale figée;cinq sens;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir du beurre dans les épinards;expression idiomatique;cuisine (aliments);;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir un coup dans le nez;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir de la barbe au menton;expression verbale figée;corps humain;apparence;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir un coup dans l'aile;expression idiomatique;corps animal;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir une clope à la bouche;expression verbale figée;corps humain;objets;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir la chair de poule;expression idiomatique;animaux;sensations/sentiments;A1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un air d'en avoir deux;expression idiomatique;nature;comportement;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un cœur de vipère;expression idiomatique;corps humain;personnalité;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un sacré coup de fourchette;expression idiomatique;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir l'art de manier les contraires;expression idiomatique;comportement;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un solide coup de fourchette;expression idiomatique;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir le coup de grâce;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bourse de recherche;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bourse d'études;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une certaine façon de voir les choses;expression verbale figée;comportement;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un compte en Suisse;collocation;argent;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bonne dose d'humour;expression verbale figée;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un cœur de pierre;expression idiomatique;nature;personnalité;B1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une face de rat;expression idiomatique;apparence;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une certaine façon de prendre les choses;expression verbale figée;comportement;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir des chances de réussite;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un bon coup de fourchette;expression idiomatique;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir l'air de quoi ?;collocation;nature;apparence;B1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir de gros besoins d'argent;collocation;argent;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir des chances de succès;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un accent de sincérité;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir l'âge de raison;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir des envies de meurtre;expression verbale figée;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un accent de vérité;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir l'art d'accommoder les restes;expression idiomatique;comportement;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir son bâton de maréchal;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir des airs de duchesse;expression idiomatique;nature;comportement;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bonne dose d'inconscience;expression verbale figée;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bourse de recherches;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une bourse d'étude;collocation;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un cœur de marbre;expression idiomatique;corps humain;personnalité;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un cœur d'or;expression idiomatique;corps humain;personnalité;A1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir une délégation de signature;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir un coup de sang;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Cc
avoir l'embarras du choix;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir l'angoisse de la mort;expression verbale figée;la vie/la mort;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir l'esprit de l'escalier;expression idiomatique;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de son vieux père;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la crainte du lendemain;expression verbale figée;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de ses vieux parents;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir l'air d'un con;collocation;nature;comportement;B1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir le choix des armes;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir un air de déjà vu;expression verbale figée;nature;apparence;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir un petit air de déjà vu;expression verbale figée;nature;apparence;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la faveur du public;expression verbale figée;relations sociales;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la bosse des maths;expression idiomatique;personnalité;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir le courage de ses opinions;expression verbale figée;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la danse de Saint Guy;expression idiomatique;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir l'âge de ses artères;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
# avoir la charge de (+nombre) enfant;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la crainte du gendarme;expression verbale figée;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de son père;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de sa mère;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir le bénéfice du doute;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de sa vieille mère;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la figure de l'emploi;expression verbale figée;apparence;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir son air des mauvais jours;expression idiomatique;nature;apparence;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir l'air d'un oiseau ébouriffé;expression idiomatique;animaux;apparence;B1;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir la charge de ses parents;collocation;famille;;N/A;<ENT><avoir>_<ENT>Det1_<ENT>C1_<ENT>Prépc_<ENT>Detc_<ENT>Cc
avoir du goût;collocation;;;B1;<ENT><avoir>_<ENT>Prép1_<ENT>C1
avoir du mal;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép1_<ENT>C1
avoir de l'idée;collocation;;;B2;<ENT><avoir>_<ENT>Prep1_<ENT>Det1_<ENT>C1
avoir de l'avance;collocation;;;B1;<ENT><avoir>_<ENT>Prep1_<ENT>Det1_<ENT>C1_
avoir en exécration;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à nourrir;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en triple;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir devant lui;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
# avoir de moins que (+nom/substantif);collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir pour rien;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en travers de la gorge;expression verbale figée;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
# avoir de plus que (+nom/substantif);collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à déjeuner;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en perspective;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à revendre;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en aversion;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en banque;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir de reste;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à charge;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en dot;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en main;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à souper;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à dîner;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir de côté;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en estime;expression verbale figée;personnalité;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en double;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en horreur;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir de trop;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en n-uple;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en partage;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à gauche;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir sur lui;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir pour conséquence;expression verbale figée;;;B2;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en caisse;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en poche;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en abomination;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir bien en main;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir par devers lui;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir en compte;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir à goûter;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>C2
avoir plein le ventre;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sous le coude;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à l'esbroufe;expression verbale figée;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sous la main;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir aux pieds;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans le cornet;expression idiomatique;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à la bonne;expression verbale figée;personnalité;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au sentiment;collocation;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à la main;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à moitié prix;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir pour tout bagage;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir pour une bouchée de pain;expression idiomatique;argent;cuisine (aliments);N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans un paquet de bonux;expression idiomatique;objets;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à bon prix;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Adj_<ENT>Punc_<ENT>V_<ENT>Det2_<ENT>C2_<ENT>Adj_<ENT>Adv;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avoir à sa main;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à la bouche;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à ne sa qu'en faire;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir aux fesses;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur le paletot;expression idiomatique;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur la conscience;collocation;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans le corps;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à l'œil;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à ne plus sa qu'en faire;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir jusqu'à la gauche;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir jusqu'à l'os;expression idiomatique;sensations/sentiments;corps humain;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir plein le crâne;expression verbale figée;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans les grandes largeurs;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au bout du fil;expression idiomatique;conversation;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à la boutonnière;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir plein la tête;collocation;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au quart du prix;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à l'usure;expression idiomatique;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir jusqu'au trognon;expression idiomatique;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à la pelle;expression idiomatique;objets;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au poing;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à l'estomac;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à l'épaule;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir en son sein;expression verbale figée;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au téléphone;collocation;conversation;relations sociales;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir à ne pas sa qu'en faire;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir plein ses poches;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au cul;expression verbale figée;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur le râble;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir pour pas cher;collocation;argent;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur les bras;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur l'épaule;collocation;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans sa manche;collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur le poil;expression idiomatique;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au tournant;expression verbale figée;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans la peau;expression verbale figée;corps humain;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
# avoir en la personne de (+nom humain);collocation;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir plein la panse;expression idiomatique;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur la patate;expression idiomatique;sensations/sentiments;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur le dos;expression idiomatique;comportement;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans le sang;expression idiomatique;corps humain;personnalité;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans une pochette surprise;expression idiomatique;objets;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir sur les reins;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir en haute estime;expression verbale figée;personnalité;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir dans le nez;expression idiomatique;corps humain;sensations/sentiments;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
avoir au culot;expression verbale figée;autres;;N/A;<ENT><avoir>_<ENT>Prép2_<ENT>Det2_<ENT>C2
être la cause de;collocation;autres;;A1;<ENT><être>_<ENT>Det1_<ENT>C1_<ENT>Prép1
être la conséquence de;collocation;autres;;A1;<ENT><être>_<ENT>Det1_<ENT>C1_<ENT>Prép1
# être d'accord pour (+verbe infinitif);collocation;relations sociales;;A1;<ENT><être>_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>V
être sans travail;;;;A2;<ENT><être>_<ENT>Prép1_<ENT>C1
# être au (+nomsaison);;;;B1;<ENT><être>_<ENT>Prép1_<ENT>Det1_<ENT>C1
