la plus; la plus; la plus; 
le plus;le plus;le plus;le plus;
n'adresser la parole;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
ne craindre la comparaison;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se crever la vue;expression idiomatique;cinq sens;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser la figure;expression idiomatique;action;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se crever le cul;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se donner le mot;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
s'aplatir le nez;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser les dents;expression idiomatique;corps humain;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
s'aplatir la figure;expression idiomatique;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
ne dire pas le contraire;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se disputer les dépouilles de (+nom humain);expression verbale figée;conversation;la vie/la mort;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser le cul;expression idiomatique;corps humain;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser la tête;expression idiomatique;corps humain;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se dire le mot;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser la gueule;expression idiomatique;action;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se faire la main;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se croiser les bras;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se casser le tronc;expression idiomatique;action;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
ne demander pas l'heure qu'il est;collocation;temps;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se crever les yeux;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se bouffer le nez;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
se faire les dents;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
n'écouter que son cœur;collocation;corps humain;sensations/sentiments;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
ne connaître pas sa force;collocation;personnalité;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
ne dire son dernier mot;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
ne bouder son plaisir;collocation;sensations/sentiments;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'épargner sa peine;collocation;sensations/sentiments;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'écouter que son courage;collocation;sensations/sentiments;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'épargner ses efforts;collocation;autres;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'épargner sa salive;collocation;corps humain;action;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'en croire ses oreilles;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
ne faire son âge;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
ne connaître pas son bonheur;collocation;sensations/sentiments;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'engager que son auteur;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'écouter que son devoir;collocation;sensations/sentiments;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
n'en croire ses yeux;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1
se faire sa religion sur;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1_<ENT>Prép2
ne mâcher ses mots à;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1_<ENT>Prép2;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN];;;;B1;<ENT>V_<ENT>Prépc_<ENT>C1;venir de [GN]
se faire son idée sur;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Poss1_<ENT>C1_<ENT>Prép2
s'étendre sur;collocation;;;B2;<ENT>Ppv_<ENT>V_<ENT>Prép1
s'asseoir dans/sur;collocation;action;;A1;<ENT>Ppv_<ENT>V_<ENT>Prép1
s'occuper de;collocation;;;A2;<ENT>Ppv_<ENT>V_<ENT>Prép1
en voir de toutes les couleurs;expression idiomatique;couleurs;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Adj_<ENT>Det2_<ENT>C1
ne dater pas d'hier;collocation;temps;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se mettre à table;collocation;table;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'être pas de cul;expression idiomatique;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'engager pas à grand chose;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
s'en donner à cœur joie;expression idiomatique;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'être pas pour rien;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'être pas de pot;expression idiomatique;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se mettre en colère;collocation;sensations/sentiments;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'avoir pas été sans mal;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
s'asseoir à table;collocation;table;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se mettre en quatre;expression idiomatique;chiffres;comportement;A1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se mettre au vert;expression idiomatique;couleurs;;A1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'être pas de chance;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se lever à (+nombre) heures;collocation;action;temps;A1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
n'engager à rien;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se lever de table;collocation;table;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
ne dater pas d'aujourd'hui;collocation;temps;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1
se mettre en quête de;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1_<ENT>Prép2
se regarder en chien de faïence;expression idiomatique;animaux;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C1_<ENT>Prép2_<ENT>C2
se coucher à (+nom heure);collocation;action;temps;A1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>C2
se sauver à l'anglaise;expression idiomatique;nationalité;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>Adj
ne rien faire de ses dix doigts;expression idiomatique;corps humain;;A2;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>Adj_<ENT>C1
s'inscrire à l'ANPE;collocation;;;B2;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se présenter à l'esprit;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se mettre sur son trente et un;expression idiomatique;chiffres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se dessiner dans l'esprit;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se profiler à l'horizon;collocation;nature;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se jeter à l'eau;expression idiomatique;nature;;B1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se dessiner à l'horizon;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
s'inscrire à Pôle-emploi;collocation;;;B1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
n'engager à pas grand chose;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
s'imposer à l'esprit;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1
se trouver entre le marteau et l'enclume;expression idiomatique;objets;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Conj_<ENT>Det2_<ENT>C2
s'affranchir de sa condition de;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2
se retrouver sur le pied de guerre;expression idiomatique;corps humain;;C1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>C2
se croire sorti de la cuisse de Jupiter;expression idiomatique;personnes;;B2;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>C2
se ranger à l'avis de quelqu'un;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>C2
se noyer dans un verre d'eau;expression idiomatique;nature;objets;C1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>C2
y avoir de l'eau dans le gaz;expression idiomatique;nature;;B1;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>Prép2_<ENT>Det2_<ENT>C2
se mettre sur son 31;expression idiomatique;autres;;B2;<ENT>Ppv_<ENT>V_<ENT>Prép1_<ENT>Det1_<ENT>C2
se tenir pour dit;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>C2
ne pas voir du même œil que (+nom humain);expression idiomatique;corps humain;relations sociales;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
ne retirer du crâne;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
n'ôter de l'idée;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
ne retirer du ciboulot;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
ne retirer de la tête;collocation;corps humain;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
ne retirer de l'idée;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
ne retirer de l'esprit;collocation;autres;;N/A;<ENT>Ppv_<ENT>V_<ENT>Prép2_<ENT>Det2_<ENT>C2
s'écouter parler;collocation;conversation;;N/A;<ENT>Ppv_<ENT>V_<ENT>V
à deux pas de;expression idiomatique;chiffres;;N/A;<ENT>Prép1_<ENT>Adj_<ENT>C1_<ENT>Prép2
De justesse;pragmatème;;;B1;<ENT>Prép1_<ENT>Adj1_<ENT>C2
De bonne heure;pragmatème;;;B1;<ENT>Prép1_<ENT>Adj1_<ENT>C2
De bonne humeur;pragmatème;;;B1;<ENT>Prép1_<ENT>Adj1_<ENT>C2
De bon cœur;pragmatème;;;B1;<ENT>Prép1_<ENT>Adj1_<ENT>C2
De mauvaise humeur;pragmatème;;;B1;<ENT>Prép1_<ENT>Adj1_<ENT>C2
en moins de deux;expression idiomatique;chiffres;;A2;<ENT>Prép1_<ENT>Adv_<ENT>Prép2_<ENT>C1
au choix;collocation;autres;;N/A;<ENT>Prép1_<ENT>C1
sans tambour ni trompette;expression idiomatique;musique;bipartite;B2;<ENT>Prép1_<ENT>C1_<ENT>Conj_<ENT>C2
en chair et en os;expression idiomatique;corps humain;;N/A;<ENT>Prép1_<ENT>C1_<ENT>Conj_<ENT>Prép2_<ENT>C2
par monts et par vaux;expression idiomatique;nature;;N/A;<ENT>Prép1_<ENT>C1_<ENT>Conj_<ENT>Prép2_<ENT>C2
sans peur et sans reproche;expression idiomatique;bipartite;;N/A;<ENT>Prép1_<ENT>C1_<ENT>Conj_<ENT>Prép2_<ENT>C2
en rang d'oignon;expression idiomatique;cuisine (aliments);;B2;<ENT>Prép1_<ENT>C1_<ENT>Det1_<ENT>C2
